Title,Description,Blurb,Language,Average Rating,Number of Ratings,Category,Series,Image URL,Authors,Narrators,Duration,Format,URL,Book ID,MP3 Identifier,Epub Identifier
"Kungar, drottningar, älskare och älskarinnor - Del 1, Sverige","Del 1: Sverige. Kungar, drottningar, älskare och älskarinnor skildrar ett antal fascinerande människoöden – lysande, dramatiska och sorgliga. Bland forna tiders kungligheter var skälen till äktenskap framför allt politiska. Oftast var ett giftermål avsett att skapa eller befästa goda relationer mellan två länder. Sedan gällde det för de båda tilltänkta – vanligen tonåriga – makarna, som tidigare bara sett varandra på starkt förskönande porträtt, att snarast producera en arvinge. I sällsynta fall uppstod ömma känslor men ofta var båda lika uttråkade och sökte sin njutning på annat håll. Många av dessa utomäktenskapliga förbindelser var naturligtvis högst tillfälliga. Kungar, drottningar, älskare och älskarinnor skildrar i första hand de kvinnor och män som genom sina kärleksrelationer uppnådde en betydande politisk, social och ekonomisk position i olika europeiska länder, främst under 1600- och 1700-talen.","Del 1: Sverige. Kungar, drottningar, älskare och älskarinnor skildrar ett antal fascinerande människoöden – lysande, dramatiska och sorgliga. Bland forna tiders kungligheter var skälen till äktenskap framför allt politiska. Oftast var ett giftermål avsett att skapa eller befästa goda relationer mell",sv,3.5277777777777777,72,Biographies and reportage,Kungliga kärlekshistorier,https://images.nextory.com/9789174619737.jpg?fit=clip&auto=format&w={$width},Margareta Beckman,Maria Lyckow,3967 secs,hls,https://www.nextory.com/se/book/kungar-drottningar-älskare-och-älskarinnor-del-1-sverige-2610144?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2610144,10040773,0
Sundsvallsoligarken,"NOMINERAD TILL AUGUSTPRISET 2023

»Det finns inga bevis. Vad finns att bråka om? Tror du att jag skulle ha kunnat mörda någon för 25 år sedan utan att det finns några offer, några lik, några namn?«

Sundsvallsoligarken är berättelsen om Oleg Deripaska. En karatekunnig, två meter lång yogautövare som gillar ridning och simning. En av världens rikaste män, ofta beskriven som en av Rysslands mest intelligenta industriledare. En man som går på balett och citerar Tolstoj, och vars fester i Davos är berömda bland världsledare.

Det är också en berättelse om en värld där ryska pengar banat väg för påverkan och inflytande i hela Europa, även i Sverige. Pengar som fått väst att acceptera miljardinvesteringar med ursprung i penningtvätt, utpressning, stöld och mord. Inte minst handlar Sundsvallsoligarken om den ryska regimens operationer, och hur de håller oss gisslan så till den grad att Sveriges regering mitt under ett krig i Europa främjar en putinnära oligarks intressen.

*

Knut Kainz Rognerud är norsk-svensk granskande ekonomijournalist, författare och dokumentärfilmsproducent. Han har i snart tre decennier granskat maktinstitutioner inom ekonomi och politik. Vid fem tillfällen har han nominerats till Guldspaden som han vann 2005, och han har också nominerats till Stora Journalistpriset och tv-festivalen i Monte Carlos Nymphes D´or.","NOMINERAD TILL AUGUSTPRISET 2023 »Det finns inga bevis. Vad finns att bråka om? Tror du att jag skulle ha kunnat mörda någon för 25 år sedan utan att det finns några offer, några lik, några namn?« Sundsvallsoligarken är berättelsen om Oleg Deripaska. En karatekunnig, två meter lång yogautövare som",sv,3.972093023255814,215,Biographies and reportage,,https://images.nextory.com/9789180023993.jpg?fit=clip&auto=format&w={$width},Knut Kainz Rognerud,Carl Jacobson,36494 secs,"hls, epub",https://www.nextory.com/se/book/sundsvallsoligarken-3529664?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,3529664,12122780,12161875
RÖSTER FRÅN INSIDAN,"Detta är den första boken i trilogin om Marcus Neonbergers minst sagt händelsrika liv.

Boken skildrar författarens känslor och tankar under en vistelse på en sluten psykiatrisk avdelning. Trots yttre framgångar och materiell trygghet plågas författaren av överväldigande motgångar, frustration, förluster och en känsla av otillräcklighet. Sömnlöshet och självmordstankar präglar författarens dagar, och det finns en stor brist på stöd av vårdpersonalen och psykologer.

Författaren presenterar här en brutalt ärlig självbiografi som ger en autentisk inblick i en inre värld präglad av desperata känslor, depression och svåra personliga utmaningar. Trots motgångarna bjuder boken på en känsla av hopp och strävan efter förändring mitt i det känslosamma kaoset.

Författaren ger en röst åt dem som kämpar i det tysta och skapar en stark medkänsla hos läsaren.","Detta är den första boken i trilogin om Marcus Neonbergers minst sagt händelsrika liv. Boken skildrar författarens känslor och tankar under en vistelse på en sluten psykiatrisk avdelning. Trots yttre framgångar och materiell trygghet plågas författaren av överväldigande motgångar, frustration, förl",sv,3.4827586206896552,29,Biographies and reportage,,https://images.nextory.com/9789180599795.jpg?fit=clip&auto=format&w={$width},Marcus Neonberger,ÖRJAN BLIX,17742 secs,hls,https://www.nextory.com/se/book/röster-från-insidan-4103444?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,4103444,12603729,0
Tone tur o retur : tales från Bullshit city och andra ställen,"”När Hannes Westberg 2001 sköts av polis under EU-toppmötet i Göteborg var jag tretton år gammal. Två år senare hade George W Bush startat Irakkriget. Det är två historiska händelser som formade mitt sätt att betrakta världen.

Men trots ett tidigt och stort politiskt engagemang så tappade jag den starka övertygelsen om att en annan värld faktiskt är möjlig någonstans längs vägen. Inte för att en förändring inte kändes angeläget, utan för att världen var mer flytande och krångligare än vad de flesta politiker tycktes vilja kännas vid.

Inför valet 2022 bestämde jag mig för att i samarbete med Aftonbladet ge mig ut i Sverige för att ta upp kampen mot känslan av meningslöshet.

Det var dags för mig att söka svar på frågor som blivit hängande alltför länge. Varför har Sverigedemokraterna en så lyckad YouTube-kanal? Vem är rikast i Sverige? Har Miljöpartiets språkrör dödsångest? Hur uppriktig är oron över gängkriminalitet? Vilken karaokelåt sjunger Tomas Bodström på fest?

Världen är konstig, men också sorglig, ball och uppfordrande. Men den kräver att man bryr sig om den. På riktigt.”

Tone Schunnesson",”När Hannes Westberg 2001 sköts av polis under EU-toppmötet i Göteborg var jag tretton år gammal. Två år senare hade George W Bush startat Irakkriget. Det är två historiska händelser som formade mitt sätt att betrakta världen. Men trots ett tidigt och stort politiskt engagemang så tappade jag den s,sv,0.0,0,Biographies and reportage,,https://images.nextory.com/9789113124056.jpg?fit=clip&auto=format&w={$width},Tone Schunnesson,,0 secs,epub,https://www.nextory.com/se/book/tone-tur-o-retur-tales-från-bullshit-city-och-andra-ställen-3897641?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,3897641,0,12501392
Elden ska falna,"Ett flyktingboende brinner ner. När elden lagt sig upptäcks kvarlevorna av ett spädbarn i askan. Ingen vet var barnet kommer ifrån, eller vilka föräldrarna är. Kort därpå hittas en ung mamma på stranden i Höllviken, mördad.

Kriminalchef Reub Thelander leder den komplexa mordutredningen tillsammans med kollegorna vid Vellingepolisen. Parallellt ställs de inför svåra dilemman. Estrid Berg är precis på väg att återgå i tjänst efter sin föräldraledighet när en katastrof inträffar. Claes Trygg inleder en förbjuden relation med en kvinna som förekommer i utredningen, en överlevare med mer mörker i sitt förflutna än han först förstår.

En drabbande intrig möter oss i den fristående uppföljaren till Syndaren ska vakna, nominerad till Årets deckardebut 2021. I denna bladvändare är hatet, hämnden och hotfullheten lika påtaglig som den bländande vackra skånska idyllen.

Pressröster om Syndaren ska vakna:

""Författardebutanten Linda Ståhl har skapat intressanta och överraskande karaktärer liksom en tajt intrig med fokus på mäns våld mot kvinnor. Fördomar och förutfattade meningar är ett starkt genomgående tema som inte hanteras uppfostrande utan med humor. Reub får gärna komma igen i fler böcker.""

Dala-Demokraten

""en historia med flera bottnar och intressanta vägval... ett persongalleri och en plats som man gärna återvänder till""

Göteborgs-Posten

""Förutom det nyskapande att föra in en ickebinär person i galleriet är Ståhl skicklig på att bygga upp spänning och gång på gång överraska.""

Skånska Dagbladet

""...förvånat konstaterar jag att Reub efter något kapitel bara är Reub, en skicklig kriminalpolis … Bara det är något nytt: att en icke-binär huvudperson i en deckare faktiskt inte är med på grund av sin könsidentitet, som snabbt blir en bisak. I stället låter Linda Ståhl den spännande historien snabbt utveckla sig""

Lotta Olsson, Sydsvenskan

""Jag gillar när författare vågar ta risker och går sin egen väg. Och det har verkligen Linda Ståhl gjort. Det här är första delen i en serie och det ska bli spännande att se vad Reub Thelander hittar på i framtiden.""

Samuel Karlsson, Deckarlogg

""Här finns allt man kan kräva av en modern deckare och lite till. Syndaren ska vakna är en mycket stilig och träffsäker debut.""

@oliviasdeckarhylla","Ett flyktingboende brinner ner. När elden lagt sig upptäcks kvarlevorna av ett spädbarn i askan. Ingen vet var barnet kommer ifrån, eller vilka föräldrarna är. Kort därpå hittas en ung mamma på stranden i Höllviken, mördad. Kriminalchef Reub Thelander leder den komplexa mordutredningen tillsammans",sv,4.062686567164179,670,Crime,Höllviken-deckare,https://images.nextory.com/9789113118963.jpg?fit=clip&auto=format&w={$width},Linda Ståhl,Maria Lyckow,32959 secs,"hls, epub",https://www.nextory.com/se/book/elden-ska-falna-2897982?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2897982,11488107,11584213
Den perfekta stöten,"Väktaren Pierre Chantard har planerat den perfekta stöten i flera år. När han och kollegan Julien Lemmonier hämtar väskor med uttjänta eurosedlar från banker i Paris, lurar han bort Julien och kör inte sedlarna till destruktion utan försvinner med tio miljoner euro. Han gömmer pengarna, kontaktar Paris-polisen, återvänder till Frankrike och tar sitt relativt korta fängelsestraff, vilket är en del av den till synes geniala planen. Men när han som en fri man återvänder till det lilla spanska hus där han gömt miljonerna för att leva ett liv i lyx, väntar en stor överraskning.","Väktaren Pierre Chantard har planerat den perfekta stöten i flera år. När han och kollegan Julien Lemmonier hämtar väskor med uttjänta eurosedlar från banker i Paris, lurar han bort Julien och kör inte sedlarna till destruktion utan försvinner med tio miljoner euro. Han gömmer pengarna, kontaktar Pa",sv,3.1538461538461537,637,Crime,Öhrlunds kalla kårar,https://images.nextory.com/9789178611157.jpg?fit=clip&auto=format&w={$width},Dag Öhrlund,Dag Öhrlund,2463 secs,"hls, epub",https://www.nextory.com/se/book/den-perfekta-stöten-2622060?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2622060,10086502,10206380
Mordet i Äppelviken,"Lugnet i fashionabla Äppelviken bryts när ett äldre par blir mördade i sitt hem mitt på ljusa dagen tillsammans med sin dotter och barnbarn. Polisutredningen visar snart på sprickor i den exklusiva idyllen och fram skymtar en organiserad kriminalitet av en omfattning som kriminalkommissarie Conrad Viklund aldrig tidigare stött på. Under flykten från brottsplatsen kör mördarna dessutom ihjäl en liten pojke som är ute med sin mamma. Detta för med sig oanade konsekvenser. Såväl för Conrad Viklund och hans utredare, som för mördarna.

Författaren Jan Olsson har varit verksam som polis i över 50 år, både inom tekniska roteln i Stockholm och som kommissarie på rikskrim. Han har arbetat med utredningen om lasermannen John Ausonius och mordet på Catrin da Costa. Han har även arbetat med fallet Quick, vilken han lämnade mot bakgrund av den inriktning utredningen tog. Han har även varit chef för polisens s.k. gärningsmannaprofilgrupp.

Författaren Reine Nelson har varit verksam som advokat i över 40 år med inriktning på brottmål och konkurser. Han har haft uppdrag som försvarare i bl.a. gängrelaterade brott, rättegången mot Mille Markovic och omskrivna s.k. cold case-mord.
Plattformen för författarskapet i serien ”Polisen och advokaten” är, att med utgångspunkt från mångåriga erfarenheter och kunskaper, berätta om brottens mörker och olika skepnader genom beskrivningar av dessa från rättsapparatens olika sidor.",Lugnet i fashionabla Äppelviken bryts när ett äldre par blir mördade i sitt hem mitt på ljusa dagen tillsammans med sin dotter och barnbarn. Polisutredningen visar snart på sprickor i den exklusiva idyllen och fram skymtar en organiserad kriminalitet av en omfattning som kriminalkommissarie Conrad V,sv,3.778854625550661,1135,Crime,Polisen och advokaten,https://images.nextory.com/9789178611607.jpg?fit=clip&auto=format&w={$width},"Jan Olsson, Reine Nelson",Reine Brynolfsson,27861 secs,hls,https://www.nextory.com/se/book/mordet-i-äppelviken-2644441?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2644441,10206450,0
Genväg till döden,"En man hittas brutalt ihjälslagen i en nedbränd villa ett par mil norr om Linköping. När det visar sig att husägarens bankkonton blivit tömda ligger misstanken om rånmord nära till hands. Men strax efteråt blir en kvinna mördad i Motala. Till en början tycks de två fallen inte ha något gemensamt, men det finns en märklig detalj som knyter dem samman. Kriminalkommissarie Thomas Nyman och hans kollegor i Linköping ställs inför ett komplicerat fall som kräver extern hjälp från flera håll för att kunna lösas.","En man hittas brutalt ihjälslagen i en nedbränd villa ett par mil norr om Linköping. När det visar sig att husägarens bankkonton blivit tömda ligger misstanken om rånmord nära till hands. Men strax efteråt blir en kvinna mördad i Motala. Till en början tycks de två fallen inte ha något gemensamt, me",sv,3.116883116883117,77,Crime,Thomas Nyman,https://images.nextory.com/9789178617425.jpg?fit=clip&auto=format&w={$width},Peter Markfeldt,Fredde Granberg,22481 secs,hls,https://www.nextory.com/se/book/genväg-till-döden-2646624?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2646624,10213269,0
Skred,"Vinnare av Svenska Deckarakademins pris för Årets bästa kriminalroman 2022!

»Skred är ännu starkare än debuten. Ett statement inbäddat i en riktigt spännande historia.« Monica Lindgren, SVT Go kväll

»Minst lika bra som hyllade och prisbelönta debuten Sly. Sara Strömberg lyckas hålla ihop sin intrig men det hon framför allt lyckas med är personbeskrivningen.« Utsedd till en av årets bästa deckare 2022 av Lotta Olsson i DN

»Som en mix av Liza Marklund och Åsa Larsson. Skriva kan hon, och berätta en historia på rätt sätt kan hon också. Jag fastnade för den här, den är läsvärd.« Leif GW Persson tipsar i Nyhetsmorgon, TV4

»Högklassig spänning!« Ingalill Mosander tipsar i Aftonbladet

Sommaren regnar bort i Åre. Grävskoporna fortsätter att gröpa ur berget för att ge plats åt exklusiva fritidshus. Till slut går ett jordskred, som inte bara river upp nya sår i samhället utan också drar fram mörka hemligheter.

Vera Bergström har fått tillbaka jobbet som lokalredaktör på Jämtlandsposten och försöker ställa politikerna till svars för skredet. Samtidigt, på en gata i Stockholm, hittas ett armband som visar sig tillhöra den försvunne fårbonden Jonte Andersson. Varför dyker armbandet plötsligt upp i staden, när han försvann spårlöst mitt på fjället för över ett år sedan?

Vera börjar gräva i fallet, och i takt med att pusselbitarna faller på plats leds hon allt längre in i ett skrämmande förflutet som snart ska hinna i kapp alla inblandade.

SARA STRÖMBERG [f. 1975] är en svensk författare, uppvuxen i Jämtland och Västerbotten, numera bosatt i Östersund. Hennes debutroman Sly - första boken om antihjälten Vera Bergström - hyllades av både läsare och kritiker, och vann Svenska Deckarakademins pris för Årets bästa svenska debut 2021. Redan året därpå belönades Skred med Svenska Deckarakademins pris för Årets bästa kriminalroman.

»Det är bara att kapitulera - Sara Strömberg är inte enbart en suverän deckardebutant, hon håller också vad hon lovar och Skred är till och med starkare än Sly såväl vad gäller intrig som språk och karaktärerna.« Gunilla Wedding, Skånska Dagbladet

»En intensiv deckare av ett lysande stjärnskott. Strömberg använder genren på bästa tänkbara sätt.« Inger Melin, Smålandsposten

»Rapp dialog mot becksvart fond - många som uppskattade Sly kommer uppleva att Skred överträffar den.« Marcus Berglund, Östersunds-Posten

»Sara Strömberg är en mästare på att gestalta människor. När hon sedan har förlagt handlingen till en miljö som trollbinder, och beskriver den så väl, kan jag bara kapitulera.« Betyg: 5 av 5 - Nisse Scherman, Tankar från en samlares hjärna","Vinnare av Svenska Deckarakademins pris för Årets bästa kriminalroman 2022! »Skred är ännu starkare än debuten. Ett statement inbäddat i en riktigt spännande historia.« Monica Lindgren, SVT Go kväll »Minst lika bra som hyllade och prisbelönta debuten Sly. Sara Strömberg lyckas hålla ihop sin intri",sv,3.9749912556838054,5718,Crime,Vera Bergström,https://images.nextory.com/9789180630337.jpg?fit=clip&auto=format&w={$width},Sara Strömberg,Katarina Ewerlöf,44216 secs,"hls, epub",https://www.nextory.com/se/book/skred-2277448?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2277448,11682079,11834097
Katharsiseffekten,"I en lekpark påträffas en medvetslös ung tjej. Hon är barfota, iklädd en svart klänning och på ena armvecket har hon ett stickmärke efter en kanyl. När hon vaknar upptäcker ambulanssjuksköterskan Erik Sandström att någon har skurit av hennes tunga.

Dagen efter påträffas en annan flicka i en lekplats, och det visar sig att någon har avlägsnat hennes stämband.
De två fallen får den före detta kriminalkommissarien Birger Andréasson att tänka på ett över 20 år gammalt fall som aldrig klarades upp. Mordet på den 12-åriga flickan Lisa Fransson. Fallet Lisa, är något som han aldrig har kunnat glömma.

Ju längre Birger dras in i utredningen, desto mer klarnar bilden av vad som pågår. Urban Söder, den hänsynslöse psykopaten som med all sannolikhet dödat Lisa, är tillbaka och snart befinner sig Birger i en skoningslös katt-och-råtta-lek.
I ”Katharsiseffekten” får vi på nytt möta Erik Sandström och de andra i en spännande deckare där allt kan hända.","I en lekpark påträffas en medvetslös ung tjej. Hon är barfota, iklädd en svart klänning och på ena armvecket har hon ett stickmärke efter en kanyl. När hon vaknar upptäcker ambulanssjuksköterskan Erik Sandström att någon har skurit av hennes tunga. Dagen efter påträffas en annan flicka i en lekplat",sv,4.241860465116279,860,Crime,Erik Sandström,https://images.nextory.com/9789180524643.jpg?fit=clip&auto=format&w={$width},Mikael Ressem,Fredde Granberg,31869 secs,"hls, epub",https://www.nextory.com/se/book/katharsiseffekten-3928238?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,3928238,12518333,12518332
Badhytten,"När solen skiner över Falsterbo och golfbanan lockar med sina gröna vidder, vad händer då när en mordgåta plötsligt uppdagas? I denna kriminalkomedi, skriven av Christina Olséni och Micke Hansen, möter vi Egon och Ragnar samt Elisabeth och Märta. Med humor, värme och dramatik följer vi deras äventyr på Falsterbonäset under en ovanlig sommar.

Med Sven Silfverstolpe som ordförande för golfklubben blir det kaos när ett dödsfall inträffar. Förvirringen sprider sig snabbt i klubbhuset medan karaktärerna försöker lösa mysteriet. Denna första del i ""Mord i Falsterbo""-serien bjuder på spänning där tjuvspel med golfbilar inte är ovanligt.

""Badhytten"" erbjuder en skruvad berättelse fylld av äldre karaktärer som navigerar genom händelseutvecklingen. Om du uppskattar svensk litteratur full av upptäckter under soliga himlar är denna bokserie perfekt för dig.","När solen skiner över Falsterbo och golfbanan lockar med sina gröna vidder, vad händer då när en mordgåta plötsligt uppdagas? I denna kriminalkomedi, skriven av Christina Olséni och Micke Hansen, möter vi Egon och Ragnar samt Elisabeth och Märta. Med humor, värme och dramatik följer vi deras äventyr",sv,3.9107773851590104,1132,Crime,Mord i Falsterbo,https://images.nextory.com/9789180311120.jpg?fit=clip&auto=format&w={$width},"Micke Hansen, Christina Olséni",Anton Körberg,37578 secs,"hls, epub",https://www.nextory.com/se/book/badhytten-3119304?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,3119304,11951443,12494863
Mörka vrår,"Annie Ädel arbetar som väktare i Stockholm och drömmer om att komma in på polishögskolan medan hon trängs med pojkvännen Wille i en etta i ytterförort.

När de får erbjudandet att ta över Willes barndomshem, det enorma och vackra Djupänge i Hälsinglands skogar, tackar de ja. Flytten skulle innebära en chans för dem att börja sitt gemensamma liv på allvar och de gläds åt att smida planer inför framtiden.
Men Annie märker snart att huset ruvar på mörka hemligheter. Varför är Willes mamma så tyst? Vart tar Wille vägen om kvällarna? Och vem är barndomsvännen som han tycks vilja undvika till varje pris? Konflikter stiger till ytan i takt med att det förflutnas spöken gör sig påminda och tillvaron känns med ens allt annat än idyllisk.

Alltmedan höstens mörker tätnar finner sig Annie ute på djupt vatten.

""Mörka vrår"" är den första boken i serien om väktaren Annie Ädel.","Annie Ädel arbetar som väktare i Stockholm och drömmer om att komma in på polishögskolan medan hon trängs med pojkvännen Wille i en etta i ytterförort. När de får erbjudandet att ta över Willes barndomshem, det enorma och vackra Djupänge i Hälsinglands skogar, tackar de ja. Flytten skulle innebära",sv,3.9930715935334873,433,Crime,Hälsingemorden,https://images.nextory.com/9789189804159.jpg?fit=clip&auto=format&w={$width},Lina Arvidsson,Anna Maria Käll,42875 secs,"hls, epub",https://www.nextory.com/se/book/mörka-vrår-3868804?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,3868804,12518153,12383681
Läge rött,"Hundföraren Micke Roslund tränar sin nya partner, schäferhanen Keegan, inför höstens kommenderingsuppdrag och Zarahs Tegnérs polishund Ceres nosar upp ett avhugget finger i Årstaskogen. Vems är fingret och finns det fler kroppsdelar i skogen?

Stämningen i staden trappas upp inför ett hett fotbollsderby, ett spelbolag tvingar fram matchfixning och utsätter den unga fotbollstalangen Dylan för allvarliga hot. Snart är tonåringen spårlöst försvunnen. Under det avgörande derbyt utsätts dessutom målskytten för ett mordförsök. Är det en hämnd från motståndarlaget eller vill spelbolaget statuera exempel?

Zarahs accelererande psykiska ohälsa ställer till problem för henne i yrkeslivet. Hennes mamma uppträder irrationellt och tycks snart uppslukad av jorden. Hundföraren Lisa Westin oroar sig för sonen Pontus spelande på nätet, samtidigt som hon tillsammans med tiken Smilla spårar upp avgörande bevis mot speljätten. När även Micke börjar nysta i spelhärvan, hittas en annan kollega i Hundenheten skjuten.﻿","Hundföraren Micke Roslund tränar sin nya partner, schäferhanen Keegan, inför höstens kommenderingsuppdrag och Zarahs Tegnérs polishund Ceres nosar upp ett avhugget finger i Årstaskogen. Vems är fingret och finns det fler kroppsdelar i skogen? Stämningen i staden trappas upp inför ett hett fotbollsd",sv,4.280898876404494,178,Crime,K9 Hundenheten,https://images.nextory.com/9789180315555.jpg?fit=clip&auto=format&w={$width},"Anna Granlund, Jenny Helldahl",Gunilla Leining,31887 secs,"hls, epub",https://www.nextory.com/se/book/läge-rött-4377401?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,4377401,12732794,12780475
Mordet i bagarstugan,"Det är sista lördagen i september och kriminalkommissarie Carolin Savva ser fram emot en trevlig dag på Mikaelimarknaden i Lillarmsjö tillsammans med sina söner. Men idyllen krossas när ett mord begås och en ung pojke kidnappas. Carolin får i uppdrag att leda utredningen tillsammans med teamet för Grova brott. De närmaste dagarna blir en kamp mot klockan och en prövning för Carolin på flera fronter. Hemma märker hon att hennes make börjar ta långa kvällspromenader – men är han verkligen ensam?

Mitt i detta kaos dyker byadoktorn upp och rör om i Carolins annars så trygga tillvaro. Han får hennes hjärta att bulta och väcker en längtan hon inte känt på länge. Men är det fler hjärtan än hennes som slår snabbare?",Det är sista lördagen i september och kriminalkommissarie Carolin Savva ser fram emot en trevlig dag på Mikaelimarknaden i Lillarmsjö tillsammans med sina söner. Men idyllen krossas när ett mord begås och en ung pojke kidnappas. Carolin får i uppdrag att leda utredningen tillsammans med teamet för G,sv,0.0,0,Crime,Lillarmsjömorden,https://images.nextory.com/9789189811607.jpg?fit=clip&auto=format&w={$width},Louise Bonta,Maria Lyckow,24733 secs,hls,https://www.nextory.com/se/book/mordet-i-bagarstugan-4161913?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,4161913,12630207,0
Den som dödar,"Del 1: Louise Hård. I den småländska storskogen, några mil utanför Hultsfred, bor enstöringen Eskil Berg i torpet Sjöliden. En dag hittas han av brevbäraren brutalt misshandlad i sitt kök med sår efter ett märkligt vapen. Kriminalkommissarie Louise Hård startar jakten på förövaren men fallet visar sig vara mer komplicerat än det först verkar. Varför har Eskil flera miljoner kronor på ett hemligt bankkonto? Vem är kvinnan på fotot i hans gamla kamera och varför ligger några tänder undangömda i en ask på hans vind? Fler äldre män misshandlas och dödas och snart dras Louise Hård in i en brottsutredning som sträcker sig utanför landets gränser och bakåt i tiden. Hon tvingas kliva utanför lagen för att avslöja en motståndare som är både mäktigare och farligare än hon kunnat ana.","Del 1: Louise Hård. I den småländska storskogen, några mil utanför Hultsfred, bor enstöringen Eskil Berg i torpet Sjöliden. En dag hittas han av brevbäraren brutalt misshandlad i sitt kök med sår efter ett märkligt vapen. Kriminalkommissarie Louise Hård startar jakten på förövaren men fallet visar s",sv,3.6321989528795813,764,Crime,Louise Hård,https://images.nextory.com/9789174618518.jpg?fit=clip&auto=format&w={$width},Samuel Karlsson,Electra Hallman,39301 secs,"hls, epub",https://www.nextory.com/se/book/den-som-dödar-2609401?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2609401,10038424,10060406
Bär din skuld,Kommissarie Karin M Olsson får plötsligt ett telefonsamtal och får veta att en kyrkoherde hittats ihjälslagen i St Görans kyrka. Tillsammans med sina medarbetare kastas hon ut i en mordutredning med förgreningar in i slutna rum där mörka hemligheter döljs. Ska hon hinna hitta mördaren innan ett nytt offer får sätta livet till eller ska hon hela tiden vara steget efter?,Kommissarie Karin M Olsson får plötsligt ett telefonsamtal och får veta att en kyrkoherde hittats ihjälslagen i St Görans kyrka. Tillsammans med sina medarbetare kastas hon ut i en mordutredning med förgreningar in i slutna rum där mörka hemligheter döljs. Ska hon hinna hitta mördaren innan ett nytt,sv,3.88,125,Crime,Kungsholmspolisen,https://images.nextory.com/9789179950521.jpg?fit=clip&auto=format&w={$width},Henrik Wingfors,Sofia Berntson,32115 secs,hls,https://www.nextory.com/se/book/bär-din-skuld-2747773?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2747773,10819736,0
Undsättningen,"Trickster-teamet är återigen samlade inför ett nytt uppdrag. En känd youtuber inom konspirationssfären har grävt i något som hon påstår är organiserad människohandel där ungdomar och barn försvinner från familjehem, flyktingförläggningar och till och med sluten ungdomsvård, något som slår an en sträng hos Isabella King och hennes struliga förflutna.

Youtubern hävdar att en och samma liga ligger bakom dessa försvinnanden, som inte bara sker i Sverige utan även runt om i Europa. I det sista klippet som hon Iägger upp innan hon försvinner spårlöst säger hon till sina följare att hon har en ledtråd som hon ska följa upp – resten är höljt i dunkel …

Undsättningen är den andra delen i Caroline Grimwalkers actionspäckade Trickster-serie.","Trickster-teamet är återigen samlade inför ett nytt uppdrag. En känd youtuber inom konspirationssfären har grävt i något som hon påstår är organiserad människohandel där ungdomar och barn försvinner från familjehem, flyktingförläggningar och till och med sluten ungdomsvård, något som slår an en strä",sv,4.251589464123524,2202,Crime,Trickster,https://images.nextory.com/9789189688407.jpg?fit=clip&auto=format&w={$width},Caroline Grimwalker,Gunilla Leining,40828 secs,"hls, epub",https://www.nextory.com/se/book/undsättningen-2531227?utm_campaign=NX+App+%7C+Share+%7C+Generic+%7C+NXSE&utm_medium=Referral&utm_source=NX+App,2531227,11667522,11901245
